COMPOUND_ID	BIOACTIVITY_IN_BRIEF
CMNPD20825	cytotoxic | induce apoptotic activity against HCT-116
CMNPD20830	cytotoxic to several HTCLs | inhibitor of settlement of the barnacle Balanus amphitrite (B. amphitrite)
CMNPD20837	active against P. aeruginosa and Enterobacter aerogenes (E. aerogenes)
CMNPD20838	active against P. aeruginosa and Enterobacter aerogenes (E. aerogenes)
CMNPD20851	radical scavenger (DPPH)
CMNPD20855	antifungal activity against C. albicans
CMNPD20860	cytotoxic against a panel of HTCLs
CMNPD20861	inhibitory against several cancer cell lines
CMNPD20862	inhibitory against several cancer cell lines
CMNPD20863	inhibitory against several cancer cell lines
CMNPD20864	inhibitory against several cancer cell lines
CMNPD20866	ntifouling activity (B. amphitrite larvae) | growth inhibition of S. aureus, cytotoxic to two HTCLs
CMNPD20867	cytotoxic to two HTCLs
CMNPD20868	cytotoxic to two HTCLs
CMNPD20869	inhibit growth of Mycobacterium phlei (M. phlei)
CMNPD20871	inhibit growth of Mycobacterium phlei (M. phlei)
CMNPD20872	inhibit growth of S. aureus | inhibitor of human leukocyte elastase (HLE)
CMNPD20874	inhibit growth of Mycobacterium phlei (M. phlei)
CMNPD20875	selectively inhibit human leukocyte elastase
CMNPD20876	inhibitor of M. phlei, S. aureus and E. coli | cytotoxic to mouse fibroblast cells
CMNPD20877	selectively inhibit human leukocyte elastase
CMNPD20882	inhibitor of A549 and BEL-7402 cell lines
CMNPD20888	inhibitor of MRSA and multi-drug-resistant Vibrio parahemolyticus
CMNPD20889	inhibitor of MRSA and multi-drug-resistant Vibrio parahemolyticus
CMNPD20891	inhibitory/cytotoxic to HepG2
CMNPD20894	inhibitor of Aspergillus brassicae
CMNPD20897	antifungal | selectively cytotoxic to three HTCLs
CMNPD20899	activity against Xanthomonas campestris and Septoria tritici
CMNPD20900	cytotoxic to HL-60 cells
CMNPD20902	cytotoxic to HL-60 cells
CMNPD20909	growth inhibitor of several bacteria
CMNPD20910	growth inhibitor of several bacteria | cytotoxic to the human pancreatic tumour cell line SW1990
CMNPD20911	growth inhibitor of several bacteria | cytotoxic to the human pancreatic tumour cell line SW1990
CMNPD20912	cytotoxic to the human pancreatic tumour cell line SW1990
CMNPD20914	cytotoxic to the SMMC-7721 cell line
CMNPD20916	inhibitor of tobacco mosaic virus (TMV) and the human gastric cancer cell line SGC-7901
CMNPD20917	cytotoxic to both HL-60 and A549 cells
CMNPD20918	cytotoxic to both HL-60 cells
CMNPD20921	inhibitor of glycogen synthase kinase-3β
CMNPD20922	inhibitor of glycogen synthase kinase-3β
CMNPD20923	inhibitor of glycogen synthase kinase-3β
CMNPD20924	inhibitor of glycogen synthase kinase-3β
CMNPD20925	inhibitor of the pro-inflammatory mediator interleukin-1β in murine macrophage cells
CMNPD20928	cytotoxic to P388 and K562 cell lines
CMNPD20929	cytotoxic to P388 and K562 cell lines
CMNPD20930	cytotoxic to P388 and K562 cell lines
CMNPD20939	active against Plasmodium berghei liver stages | antiproliferative against three HTCLs
CMNPD20940	selective antagonist of the serotonin receptor 5-HT2B
CMNPD20941	antiproliferative against three HTCLs
CMNPD20943	cytotoxic against three HTCLs
CMNPD20944	anti-HSV-1 active
CMNPD20945	cytotoxic against two HTCLs
CMNPD20946	cytotoxic against two HTCLs
CMNPD20949	cytotoxic to several HTCLs
CMNPD20951	cytotoxic to several HTCLs
CMNPD20952	cytotoxic to several HTCLs
CMNPD20957	cytotoxic to several HTCLs
CMNPD20960	activity against cancer cell lines
CMNPD20961	activity against cancer cell lines
CMNPD20962	activity against cancer cell lines
CMNPD20963	activity against cancer cell lines
CMNPD20964	activity against cancer cell lines
CMNPD20965	activity against cancer cell lines
CMNPD20966	activity against cancer cell lines
CMNPD20976	antiviral effects against H1N1
CMNPD20977	antiviral effects against H1N1
CMNPD20986	inhibitor of α-glucosidase
CMNPD20987	inhibitor of α-glucosidase
CMNPD20988	inhibitor of acetylcholinesterase
CMNPD20990	active against E. aerogenes
CMNPD21013	cytotoxic to hepG2 cells
CMNPD21015	cytotoxic to HTCLs
CMNPD21017	cytotoxic to HTCLs
CMNPD21020	antifungal
CMNPD21021	cytotoxic to HeLa and mouse neuro-2a blastoma cells
CMNPD21022	cytotoxic to HeLa and mouse neuro-2a blastoma cells
CMNPD21024	inhibition of the transcription factor AP-1
CMNPD21025	inhibition of the transcription factor AP-2
CMNPD21026	anti-inflammatory activity in lipopolysaccharide (LPS)-induced RAW macrophage cells with only modest cytotoxicity to the cell line
CMNPD21027	suppress cancer cell migration in vitro
CMNPD21029	cytotoxic against two HTCLs | antibacterial against M. tuberculosis and B. cereus
CMNPD21030	weak cytotoxicity against two HTCLs | more active against M. tuberculosis
CMNPD21031	weak cytotoxicity against two HTCLs | more active against M. tuberculosis
CMNPD21032	weak cytotoxicity against two HTCLs | more active against M. tuberculosis
CMNPD21033	weak cytotoxicity against two HTCLs | more active against M. tuberculosis
CMNPD21034	cytotoxic to HTCLs | significant antimalarial activity against P. falciparum | weak antiswarming activity against P. aeruginosa
CMNPD21035	toxic to brine shrimp
CMNPD21036	toxic to brine shrimp | cytotoxic to a mouse neuroblastoma cell line
CMNPD21037	cytotoxic to HCT-116 and osteosarcoma U2OS cells
CMNPD21038	cytotoxic to HCT-116 and osteosarcoma U2OS cells
CMNPD21039	antiproliferative
CMNPD21040	agonist effect and selectivity for the CB1 cannabinoid receptor
CMNPD21042	disruptor of quorum sensing pathways mediated by acylhomoserine lactones (AHLs) in Gram-negative bacteria
CMNPD21043	anti-inflammatory in the RAW264.6 murine microphage cell based assay and inhibitory to calcium oscillations in neocortical neurons
CMNPD21044	molluscicide against the snail Biomphalaria glabrata
CMNPD21045	molluscicide against the snail Biomphalaria glabrata
CMNPD21046	cytotoxic to two HTCLs | inhibitor of the H-460 human lung cancer cell line
CMNPD21047	cytotoxic to two HTCLs
CMNPD21048	cytotoxic to two HTCLs
CMNPD21049	cytotoxic to two HTCLs
CMNPD21050	cytotoxic to two HTCLs
CMNPD21051	cytotoxic to two HTCLs
CMNPD21052	cytotoxic to two HTCLs
CMNPD21053	cytotoxic to two HTCLs
CMNPD21059	cytotoxic to P388 cells | active against the diatom Nitzschia sp.
CMNPD21091	protective against bleomycin-induced DNA damage | cytotoxic against a variety of cell lines
CMNPD21096	active against a range of HTCLs
CMNPD21100	inhibit intracellular radical oxygen species | increase intracellular GSH levels
CMNPD21101	inhibit intracellular radical oxygen species | increase intracellular GSH levels
CMNPD21102	inhibit intracellular radical oxygen species | increase intracellular GSH levels
CMNPD21103	activation effects on peroxisome proliferator-activated receptor gamma (PPARγ)
CMNPD21104	activation effects on peroxisome proliferator-activated receptor gamma (PPARγ)
CMNPD21105	activation effects on peroxisome proliferator-activated receptor gamma (PPARγ)
CMNPD21106	activation effects on peroxisome proliferator-activated receptor gamma (PPARγ)
CMNPD21108	allelopathic effects on the growth of Skeletonema costatum
CMNPD21109	antifungal
CMNPD21125	cytotoxic effects on an esophageal cell line
CMNPD21126	cytotoxic effects on an esophageal cell line
CMNPD21127	NT
CMNPD21128	NT
CMNPD21132	cytotoxic
CMNPD21133	cytotoxic
CMNPD21134	cytotoxic
CMNPD21135	cytotoxic
CMNPD21137	cytotoxic
CMNPD21139	cytotoxic | inhibit expression of the pro-inflammatory proteins iNOS and COX-2 in stimulated macrophages
CMNPD21141	antioxidant
CMNPD21142	antioxidant
CMNPD21143	antioxidant
CMNPD21144	antioxidant
CMNPD21145	antioxidant
CMNPD21146	antioxidant
CMNPD21147	cytoxic
CMNPD21148	anticancer agent
CMNPD21202	AChE inhibitor
CMNPD21213	active against HeLa cells
CMNPD21214	active against HeLa cells
CMNPD21215	active against HeLa cells
CMNPD21216	active against HeLa cells
CMNPD21217	active against HeLa cells
CMNPD21218	active against HeLa cells
CMNPD21219	active against HeLa cells
CMNPD21220	active against HeLa cells
CMNPD21221	active against HeLa cells
CMNPD21222	active against HeLa cells
CMNPD21223	active against HeLa cells
CMNPD21224	active against HeLa cells
CMNPD21226	toxic to sensitised yeast cells
CMNPD21227	toxic to sensitised yeast cells
CMNPD21228	toxic to sensitised yeast cells
CMNPD21229	toxic to sensitised yeast cells
CMNPD21230	toxic to sensitised yeast cells
CMNPD21231	toxic to sensitised yeast cells
CMNPD21232	toxic to sensitised yeast cells
CMNPD21254	anti-inflammatory activity
CMNPD21274	potent (nM) and selective melanoma inhibitor
CMNPD21275	potent (nM) and selective melanoma inhibitor
CMNPD21276	potent (nM) and selective melanoma inhibitor
CMNPD21277	potent (nM) and selective melanoma inhibitor
CMNPD21278	antimitotic
CMNPD21283	antiproliferative against KB cells
CMNPD21301	inducer of erythroid differentiation in human leukaemia cells
CMNPD21302	inducer of erythroid differentiation in human leukaemia cells
CMNPD21303	antibiotics
CMNPD21304	antibiotics
CMNPD21305	antibiotics
CMNPD21306	antibiotics
CMNPD21307	antibiotics
CMNPD21308	antibiotics
CMNPD21316	antileukaemia agent
CMNPD21317	antileukaemia agent
CMNPD21318	antileukaemia agent
CMNPD21319	antileukaemia agent
CMNPD21340	inhibit secretion of the virulence factor Yersinia Outer Protein E
CMNPD21345	active against a variety of human tumour and mammalian cell lines
CMNPD21346	active against a variety of human tumour and mammalian cell lines
CMNPD21348	antitumour
CMNPD21349	antitumour
CMNPD21350	activity versus five HTCLs
CMNPD21351	activity versus five HTCLs
CMNPD21355	antioxidant | Mod. activ. vs 3 HTCLs
CMNPD21356	activity against Gram-positive bacteria
CMNPD21357	activity against Gram-positive bacteria
CMNPD21383	inhibitor of protein tyrosine phosphatase 1B activity
CMNPD21391	enhance Ca2+ deposition in osteoblasts
CMNPD21407	selective cannabinoid CB2-receptor ligand
CMNPD21408	PXR-agonist/farnesoid-X-receptor antagonist activity
CMNPD21409	PXR-agonist/farnesoid-X-receptor antagonist activity
CMNPD21410	PXR-agonist/farnesoid-X-receptor antagonist activity
CMNPD21411	PXR-agonist/farnesoid-X-receptor antagonist activity
CMNPD21412	PXR-agonist/farnesoid-X-receptor antagonist activity
CMNPD21413	PXR-agonist/farnesoid-X-receptor antagonist activity
CMNPD21414	PXR-agonist/farnesoid-X-receptor antagonist activity
CMNPD21415	PXR-agonist/farnesoid-X-receptor antagonist activity
CMNPD21416	PXR-agonist/farnesoid-X-receptor antagonist activity
CMNPD21417	PXR-agonist/farnesoid-X-receptor antagonist activity
CMNPD21418	PXR-agonist
CMNPD21419	antiprotozoal activity
CMNPD21420	antiprotozoal activity
CMNPD21421	antiprotozoal activity
CMNPD21422	antiprotozoal activity
CMNPD21423	antiprotozoal activity
CMNPD21424	antiprotozoal activity
CMNPD21425	antiprotozoal activity
CMNPD21426	antiprotozoal activity
CMNPD21427	antiprotozoal activity
CMNPD21428	antiprotozoal activity
CMNPD21429	antiprotozoal activity
CMNPD21430	antiprotozoal activity
CMNPD21431	antiprotozoal activity
CMNPD21432	inhibit cathepsin B
CMNPD21433	inhibit cathepsin B
CMNPD21456	bacterial anti-adhesion constituent
CMNPD21457	bacterial anti-adhesion constituent
CMNPD21458	bacterial anti-adhesion constituent
CMNPD21461	antilarval activity towards B. amphitrite
CMNPD21462	antilarval activity towards B. amphitrite
CMNPD21463	toxicity towards Artemia salina
CMNPD21464	toxicity towards Artemia salina
CMNPD21465	inhibit settlement of B. amphitrite cyprids
CMNPD21466	inhibit settlement of B. amphitrite cyprids
CMNPD21467	suppressor of superoxide anion generation by human neutrophils
CMNPD21468	suppressor of superoxide anion generation by human neutrophils
CMNPD21469	inhibit LPS-induced iNOS and COX-2 protein expression | protect cells from 6-hydroxydopamine-induced neurotoxicity
CMNPD21470	protect cells from 6-hydroxydopamine-induced neurotoxicity
CMNPD21480	neuroprotective effects
CMNPD21482	neuroprotective effects
CMNPD21493	cytotoxicity towards the P388 cell line
CMNPD21494	inhibit biofilm formation by P. aeruginosa, Vibrio harveyi and S. aureus | interfere with quorum sensing in Chromobacterium violaceum without affecting organism growth
CMNPD21495	inhibit biofilm formation by P. aeruginosa, Vibrio harveyi and S. aureus | interfere with quorum sensing in Chromobacterium violaceum without affecting organism growth
CMNPD21496	inhibit biofilm formation by P. aeruginosa, Vibrio harveyi and S. aureus | interfere with quorum sensing in Chromobacterium violaceum without affecting organism growth
CMNPD21497	inhibit biofilm formation by P. aeruginosa, Vibrio harveyi and S. aureus | interfere with quorum sensing in Chromobacterium violaceum without affecting organism growth
CMNPD21498	inhibit biofilm formation by P. aeruginosa, Vibrio harveyi and S. aureus | interfere with quorum sensing in Chromobacterium violaceum without affecting organism growth
CMNPD21499	inhibit biofilm formation by P. aeruginosa, Vibrio harveyi and S. aureus | interfere with quorum sensing in Chromobacterium violaceum without affecting organism growth
CMNPD21500	inhibit biofilm formation by P. aeruginosa, Vibrio harveyi and S. aureus | interfere with quorum sensing in Chromobacterium violaceum without affecting organism growth
CMNPD21503	inhibit LPS-induced up-regulation of the pro-inflammatory protein iNOS
CMNPD21504	inhibit LPS-induced up-regulation of the pro-inflammatory protein iNOS
CMNPD21505	inhibit LPS-induced up-regulation of the pro-inflammatory protein iNOS
CMNPD21506	inhibit LPS-induced up-regulation of the pro-inflammatory protein iNOS
CMNPD21507	inhibit LPS-induced up-regulation of the pro-inflammatory protein iNOS
CMNPD21508	inhibit LPS-induced up-regulation of the pro-inflammatory protein iNOS
CMNPD21509	inhibit LPS-induced up-regulation of the pro-inflammatory protein iNOS
CMNPD21510	cytotoxicity
CMNPD21511	cytotoxicity
CMNPD21514	inhibit the accumulation of pro-inflammatory inducible NO synthase protein in LPS-stimulated macrophages
CMNPD21524	antifouling activity towards B. amphitrite
CMNPD21530	antifouling activity towards Bugula neritina
CMNPD21546	gene expression and tumour cell growth inhibitor
CMNPD21547	gene expression and tumour cell growth inhibitor
CMNPD21548	inhibit the accumulation of pro-inflammatory proteins iNOS and COX-2 in stimulated macrophages
CMNPD21549	inhibit the accumulation of pro-inflammatory proteins iNOS and COX-2 in stimulated macrophages
